# created: Thu Nov 14 02:00:04 2013
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
537|2|x-jat|WXIII Kidou Keisatsu Patlabor
537|4|ja|WXIII PATLABOR THE MOVIE 3
537|1|x-jat|WXIII: Patlabor the Movie 3
537|2|ja|WXIII 機動警察パトレイバー
2214|2|pl|Wyspa skarbów
429|1|x-jat|X
30|4|fr|X
30|4|pl|X
429|4|en|X
1118|4|ja|ビッグX
8214|4|ko|달려라 마징가X
9648|4|ko|달려라 마징가 X
662|4|ja|ソニック X
8853|4|ko|수수께끼 그녀 X
7128|4|ko|히다마리 스케치 X ☆☆☆
8575|4|ko|히다마리 스케치 X 허니컴
2237|4|ja|グロイザーX
9647|4|ko|해저탐험대 마린 X
132|4|th|ฮันเตอร์ x ฮันเตอร์
5973|4|ja|イレギュラーハンターX
1761|2|ja|ギャラクシーエンジェルX
8575|4|ja|ひだまりスケッチxハニカム
9798|4|ja|サーバントxサービス
1769|2|th|นินXนิน ชิโนบุเด็น
429|4|ja|X (エックス)
8740|4|ja|Xボンバー
429|4|fr|X 1999
429|2|x-jat|X 1999
8241|2|ko|오나x2
2894|4|ja|X² ダブルエックス
30|4|ja|X (エックス) (2001)
30|1|x-jat|X (2001)
2894|1|x-jat|X2 Double X
5571|4|ko|히다마리 스케치 X 365
2357|3|en|Xabungle
2358|1|x-jat|Xabungle Graffiti
5842|3|x-jat|xamd
5842|2|tr|Xam`d: Kayıp Hatıralar
5842|4|en|Xam`d: Lost Memories
4050|2|x-jat|XANADU Dragon Slayer Densetsu
4050|1|x-jat|Xanadu Dragonslayer Densetsu
4050|2|en|Xanadu Dragonslayer Legend
4050|4|en|Xanadu: Legend of Dragonslayer
8976|4|en|X: An Omen
8740|1|x-jat|X Bomber
8976|4|de|X - Das Omen (OVA)
2797|1|x-jat|X Densha de Ikou
30|4|de|X - Die Serie
4773|3|x-jat|xenoglossia
4773|4|ja|アイドルマスターXENOGLOSSIA (ゼノグラシア)
2724|2|x-jat|xenosaga
2724|1|x-jat|Xenosaga The Animation
2724|4|en|Xenosaga The Animation
8976|2|en|X Episode 0
3359|1|x-jat|Xevious
2390|2|ja|デジモン X-evolution
1427|4|ja|ハンターxハンター G・I Final
545|4|ja|ハンターxハンター: Greed Island
667|4|fr|X Humanus
4856|2|en|Xiangqi Master
4856|2|x-zht|Xiangqi Wang
1424|1|x-zht|Xiao Qian
8303|2|x-jat|Xi Avant
8303|4|ja|Xi AVANT[クロッシィ アバン]
8055|4|ja|アップルシード XIII
6562|1|x-jat|Xiongmao Monogatari TaoTao
8431|1|x-zht|Xi Yang Yang Yu Hui Tai Lang Zhi Hu Hu Sheng Wei
9142|1|x-zht|Xi Yang Yang Yu Hui Tai Lang Zhi Kaixin Chuang Long Nian
8430|1|x-zht|Xi Yang Yang Yu Hui Tai Lang Zhi Niu Qi Chong Tian
9143|1|x-zht|Xi Yang Yang Yu Hui Tai Lang Zhi Tu Nian Ding Gua Gua
8058|4|hu|X-Men
8058|1|x-jat|X-Men
173|4|th|ฮันเตอร์ x ฮันเตอร์ OVA
173|4|ja|ハンターxハンター OVA
545|4|th|ฮันเตอร์ x ฮันเตอร์ OVA GI
1427|4|th|ฮันเตอร์ x ฮันเตอร์ OVA GI FINAL
1605|4|en|Xpress Train
30|4|it|X serie TV
8577|4|ko|히다마리 스케치 x SP
8577|4|ja|ひだまりスケッチxSP
429|2|en|X - the Movie
429|4|de|X - The Movie
1606|4|de|X-Tra Credit
1606|4|en|Xtra Credit
30|2|x-jat|X TV
30|2|de|X - TV Serie
8539|4|ja|マクロスXX
7136|2|ko|그녀x그녀x그녀: 세자매와 두근두근 동거생활
1277|2|en|XX Angel Rabbie OVA
4032|2|ja|XXXホリック
4032|4|th|xxxโฮลิค
4032|1|x-jat|xxxHOLiC
4032|4|pl|xxxHolic
4032|4|ja|xxxHOLiC
4032|4|en|xxxHOLiC
4032|4|es-LA|xxxHolic
4032|4|pt-BR|XXX Holic
2189|3|x-jat|XXX Holic
2189|4|ko|XXX HOLIC - 한 여름밤의 꿈
5570|3|x-jat|xxxholic2
2189|2|en|xxxHolic - A Midsummer Night`s Dream
2189|4|de|xxxHolic: Der Film
4032|4|de|xxxHolic - Die Serie
2189|2|de|xxxHolic, ein Sommernachtstraum
5570|3|x-jat|xxxHOLiC Kei
5570|4|fr|XXXHolic: Kei
5570|1|x-jat|xxxHOLiC: Kei
4032|4|fr|xxxHolic - La série
7178|1|x-jat|xxxHOLiC Rou
5570|4|pl|xxxHOLiC - sezon 2
6192|1|x-jat|xxxHOLiC Shunmuki
2189|4|fr|XXX Holic, songe d’une nuit d’été
2189|3|en|xxxHolic - The Movie
2189|4|pl|xxxHolic the Movie
2189|4|en|xxxHolic: The Movie - A Midsummer Night`s Dream
4032|2|x-jat|xxxHOLiC TV
6192|4|ja|xxxHOLiC 春夢記
7178|4|ja|xxxHOLiC・籠
5570|4|ja|xxxHOLiC◆継
5570|2|zh-Hans|xxxHOLIC*继
4032|2|uk|xxxГолік
2189|2|uk|xxxГолік — Сон у літню ніч
9956|3|x-jat|xy
9956|4|ja|ポケットモンスターXY
8976|1|x-jat|X Yochou
662|4|he|X סוניק
30|4|ru|X (Икс)
8976|4|ja|X 予兆
2718|4|ja|デルパワーX爆発みらくる元気!
2797|4|ja|X電車で行こう
3337|1|x-jat|Yadamon
3337|4|en|Yadamon: Magical Dreamer
4103|1|x-jat|Yadosagashi
4163|1|x-jat|Yagami-kun no Katei no Jijou
4163|2|en|Yagami`s Family Affairs
4875|3|x-jat|Yagami Yuu
9310|2|x-jat|Yahari Ore no Seishun Love Comedy wa Machigatteiru
9310|4|pl|Yahari Ore no Seishun Love Come wa Machigatteiru
9310|1|x-jat|Yahari Ore no Seishun Lovecome wa Machigatte Iru.
9890|1|x-jat|Yahari Ore no Seishun Lovecome wa Machigatte Iru. OAD
329|3|x-jat|Yaiba
329|4|pl|Yaiba - legendarny samuraj
329|4|pt|Yaiba - O Pequeno Samurai
3993|1|x-jat|Yajikita Gakuen Douchuuki
5540|1|x-jat|Yakata Jukujo
6760|1|x-jat|Yakeato no, Okashi no Ki
9154|3|x-jat|yakicap
9154|3|x-jat|yakikapu
9154|1|x-jat|Yakimochi Caprice
735|1|x-jat|Yakin Byoutou
2268|2|x-jat|Yakin Byoutou 2
3415|2|x-jat|Yakin Byoutou 3
2268|1|x-jat|Yakin Byoutou Ni
3415|1|x-jat|Yakin Byoutou San
7751|1|x-jat|Yakisobapanman to Black Sabotenman
2429|3|x-jat|Yakitate
2429|3|x-jat|Yakitate!!
2429|2|x-jat|Yakitate Japan
2429|1|x-jat|Yakitate!! Japan
2429|4|fr|Yakitate!! Ja-pan
1795|1|x-jat|Yakumo Tatsu
1504|1|x-jat|Yakusai Kochou
5631|2|en|Yakushiji
5631|2|en|Yakushiji Ryoko
5631|2|x-jat|Yakushiji Ryoko no Kaiki Jikenbo
5631|2|tr|Yakushiji Ryoko`nun Gizli Dosyaları
5631|2|en|Yakushiji Ryoko`s Strange Case Files
5631|1|x-jat|Yakushiji Ryouko no Kaiki Jikenbo
10211|1|x-jat|Yakusoku
3488|1|x-jat|Yakyuukyou no Uta
7663|1|x-jat|Yakyuukyou no Uta: Kita no Ookami Minami no Tora
627|2|tr|Yalınayak Gen
370|4|tr|Yamada Ailesi
10039|1|x-jat|Yamada-kun to 7-nin no Majo
370|3|en|Yamadas
8322|2|ja|Yama Hime no Hana
5467|2|x-jat|Yamahime no Jitsu
5467|1|x-jat|Yama Hime no Mi
5467|2|x-jat|Yama Hime no Sane
5028|1|x-jat|Yamakoshi Mura no Mari to Sanbiki no Koinu
1299|2|en|Yamamoto Anshin Travel
4734|2|en|Yamanade
2309|1|x-jat|Yama Nezumi Rocky Chuck
9189|2|x-jat|Yama ni Kagayaku: Guide Inu Heiji Gou
9189|1|x-jat|Yama ni Kagayaku: Guide-ken Heiji Gou
9257|1|x-jat|Yama no Susume
3616|4|en|Yamataro Comes Back
3616|1|x-jat|Yamatarou Kaeru
648|3|x-jat|yamato1
2662|3|x-jat|yamato2
8787|3|x-jat|yamato 2199
2919|4|ja|YAMATO2520
2919|1|x-jat|Yamato 2520
2814|2|fr|Yamato, le cuirassé de l’espace
4734|1|x-jat|Yamato Nadeshiko Shichi Henge
2311|1|x-jat|Yamato Takeru
2312|1|x-jat|Yamato Takeru: After War
2239|2|en|Yamato to Eternity
2239|1|x-jat|Yamato yo Towa ni
4697|4|pt|Yamazaki, O Rei da Turma
1093|3|x-jat|YamiBou
5889|2|x-jat|Yami Ichiba: Bijo Dorei
750|1|x-jat|Yami no Matsuei
750|2|pl|Yami no matsuei: Ostatni synowie ciemności
7235|2|x-jat|Yami no Purple Eye
1223|2|x-jat|Yami no Shihosha Judge
1223|1|x-jat|Yami no Shihoukan Judge
5677|1|x-jat|Yami no Teiou: Kyuuketsuki Dracula
6997|1|x-jat|Yami o Mitsumeru Hane
9964|1|x-jat|Yami Shibai
9964|4|en|Yamishibai: Japanese Ghost Stories
1093|2|x-jat|Yami To Boshi To Hon No Tabibito
1093|1|x-jat|Yami to Boushi to Hon no Tabibito
8807|1|x-jat|Yanase Takashi Maerchen Gekijou
4045|2|en|Yanbo, Ninbo and Tonbo
4045|1|x-jat|Yanbou Ninbou Tonbou
5814|1|x-jat|Yankee Reppu Tai
7616|2|x-jat|YANS! GANS!
8368|1|x-jat|YanYan Machiko
3956|4|pl|Yap! Bun bun
5678|2|tr|Yaramaz Öpücük
935|1|x-jat|Yarima Queen
4423|1|x-jat|Yaruki Manman
4423|2|de|Yaruki Manman
6203|1|x-jat|Yasai no Yousei: N.Y. Salad
7077|1|x-jat|Yasai no Yousei: N.Y. Salad 2nd Series
7390|1|x-jat|Yasai no Yousei: N.Y. Salad The Movie
9891|1|x-jat|Yasai no Yousei: Quiz Gekijou
3471|1|x-jat|Yasashii Lion
9263|1|x-jat|Yasashii March: The Tender March
10118|1|x-jat|Yasashii Ookami
6890|1|x-jat|Yashinomi
3455|1|x-jat|Yasuji no Pornorama: Yacchimae!!
1299|4|pt|YAT
1299|3|x-jat|YAT
1299|2|es|YAT-1
1299|4|en|YAT Anshin! Luxury Space Tours
1299|1|x-jat|YAT Anshin! Uchuu Ryokou
4218|1|x-jat|YAT Anshin! Uchuu Ryokou 2
2504|2|x-jat|Yattaman
2504|4|pl|Yattaman
2504|4|it|Yattaman
5522|2|en|Yattaman 2
5522|2|en|Yattaman Remake
2504|4|en|Yatterman
5522|1|x-jat|Yatterman
5522|2|en|Yatterman 2
5522|2|x-jat|Yatterman (2008)
6536|2|en|Yatterman (movie 2009)
5497|1|x-jat|Yattokame Tanteidan
1299|4|ja|YAT 安心!宇宙旅行
4218|4|ja|YAT安心! 宇宙旅行(第2期)
806|2|x-jat|yawara
806|2|en|Yawara! A Fashionable Judo Girl
806|1|x-jat|Yawara! A Fashionable Judo Girl
806|4|ja|YAWARA! a fashionable judo girl!
4267|2|en|Yawara! Atlanta Special
7241|1|x-jat|Yawarakame
5351|1|x-jat|Yawaraka Sangokushi Tsukisase!! Ryofuko-chan
9094|1|x-jat|Yawaraka Sensha
9094|2|en|Yawaraka Tank
2768|1|x-jat|Yawara! Sore Yuke Koshinuke Kids!!
4267|1|x-jat|Yawara! Special - Zutto Kimi no Koto ga ...
4267|4|ja|YAWARA! Special ずっと君のことが... .
2768|4|ja|YAWARA! それゆけ腰ぬけキッズ!!
2730|1|x-jat|Yayoi
2730|2|x-jat|Yayoi Fujinkeikan
6249|2|tr|Yaz Savaşları
142|3|x-jat|YDATV
4734|2|x-kot|Yeopgi Ingeol Sunako
5303|2|en|Yeouubi, The Five-Tailed Fox
4193|4|tr|Yerdeniz Öyküleri
4901|4|ja|Yes! プリキュア5
5593|4|ja|Yes!プリキュア5 GoGo!
5572|4|ja|Yes! プリキュア5 鏡の国のミラクル大冒険!
1061|4|tr|Yeşilin Kızı Anne
4901|1|x-jat|Yes! Precure 5
5593|1|x-jat|Yes! Precure 5 Go Go!
5572|1|x-jat|Yes! Precure 5: Kagami no Kuni no Miracle Daibouken!
5572|2|en|Yes! Precure 5: Miracle Adventure in the Mirror kingdom
5572|4|en|Yes! Precure 5: The Great Miracle Adventure in the Country of Mirrors
4901|4|it|Yes! Pretty Cure 5
1936|2|en|Yes Step Jun
1876|4|de|Yesterday Once More
333|4|hu|Yesterday - Vissza a gyerekkorba
7569|2|en|Yet the Town Keeps Going
7569|2|en|Yet the Town Turns
2061|2|x-jat|YGO
1434|4|de|Yinshin Yugi
2429|3|x-jat|YJ
2429|3|x-jat|Y!!J
5307|1|x-jat|YJ Ban Lemon Angel
5307|4|ja|YJ版 レモンエンジェル
424|3|x-jat|YKK
468|3|x-jat|YKK QCC
4531|3|x-jat|YMYRIN
2828|3|x-jat|YnJ
2111|3|x-jat|YnK
750|3|x-jat|YnM
7656|3|ja|yns
4531|2|x-jat|Yoake Mae yori Ruri-iro na
4531|1|x-jat|Yoake Mae yori Ruriiro na: Crescent Love
4531|3|x-jat|yoakena
2861|1|x-jat|Yobarete Tobidete Akubi-chan
5303|2|en|Yobi, The Five Tailed Fox
5271|1|x-jat|Yocchan no Biidama
2373|4|de|Yogusettai
611|4|fr|Yohko la chasseuse de démons
6110|3|x-jat|Yoichi
6021|2|en|Yoichi Hatta: The Father of the Chianan Canal
6110|2|en|Yoichi of Tomorrow
3954|2|x-jat|yoiko
3954|1|x-jat|Yoi Ko
7243|3|x-jat|Yojouhan
7243|2|x-jat|Yojou-Han Shinwa Taikei
7243|1|x-jat|Yojouhan Shinwa Taikei
1447|2|x-jat|Yokai Ningen Bem
611|4|it|Yoko: Cacciatrice di demoni
8627|1|x-jat|Yokohama Bakkure Tai
424|1|x-jat|Yokohama Kaidashi Kikou
468|1|x-jat|Yokohama Kaidashi Kikou: Quiet Country Cafe
7707|1|x-jat|Yokohama Meibutsu Otoko Katayama Gumi!
424|2|en|Yokohama Shopping Diary
468|4|en|Yokohama Shopping Diary - Quiet Country Cafe
424|2|en|Yokohama Shopping Log
424|3|x-jat|yokokai
468|3|x-jat|yokokai QCC
6684|1|x-jat|Yokorenbo: Immoral Mother
943|1|x-jat|Yokoyama Mitsuteru Sangokushi
10003|1|x-jat|Yokujou Bazooka The Animation
6332|1|x-jat|Yoku Wakaru Gendai Mahou
6332|2|x-jat|yokuwakaru gendaimahou
1876|3|en|YOM
347|4|fr|Yoma
347|2|fr|Yoma - au-delà des ténèbres
347|2|fr|Yoma - les ténèbres
4113|3|x-jat|Yomigaeru Sora
4113|1|x-jat|Yomigaeru Sora: Rescue Wings
6795|4|hu|Yona, a pingvinek királynője
6795|4|fr|Yona, la légende de l`oiseau sans ailes
6795|3|x-jat|yonapen
6795|2|x-jat|Yona Yona Penguin
6795|1|x-jat|Yonayona Penguin
2893|2|tr|Yonca
7275|1|x-jat|Yondemasu yo, Azazel-san.
8288|1|x-jat|Yondemasu yo, Azazel-san. (2011)
9501|1|x-jat|Yondemasu yo, Azazel-san. Z
9681|1|x-jat|Yonhyaku-Nijuu Renpai Girl
10084|1|x-jat|Yonimo Kimyou na Man Gatarou
8747|1|x-jat|Yonimo Osoroshii Grimm Douwa
8748|1|x-jat|Yonimo Osoroshii Nihon Mukashibanashi
8251|2|x-jat|Yon-juu-hachi x Roku-juu-ichi
3974|2|ro|Yonna în Fortăreaţa Solitară
3974|4|de|Yonna in the Solitary Fortress
3974|2|en|Yonna in the Solitary Fortress
10102|1|x-jat|Yooi Don!
460|1|x-jat|Yoroiden Samurai Troopers
3377|1|x-jat|Yoroiden Samurai Troopers Gaiden
3379|1|x-jat|Yoroiden Samurai Troopers Kikoutei Densetsu
3380|1|x-jat|Yoroiden Samurai Troopers Message
3051|1|x-jat|Yoroshiku Mecha Doc
267|1|x-jat|Yoru ga Kuru! Square of the Moon
6993|1|x-jat|Yoru no Okite
7171|1|x-jat|Yosan Seiji
3628|2|x-jat|Yosei Dikku
4663|1|x-jat|Yoshimoto Muchikko Monogatari
4349|1|x-jat|Yoshimune
4068|1|x-jat|Yoshinaga-san`chi no Gargoyle
7473|1|x-jat|Yoshino no Hime
5499|2|x-jat|Yoshitaka Amano: 1001 Nights
4204|4|de|Yosho
4204|2|x-jat|Yosho
7656|3|x-jat|yosuga
7656|3|x-jat|yosuga no sora
7656|1|x-jat|Yosuga no Sora: In Solitude, Where We Are Least Alone.
7656|3|x-jat|yosusora
3164|4|en|Yotoden: Chronicle of the Warlord Period
1036|2|en|Yotoden Movie
5275|1|x-jat|Yotsunoha
2852|4|ja|アタッカーYOU!
8367|4|en|You and Me
8875|4|en|You and Me 2
7655|2|en|You are Umasou
7080|1|x-jat|Youbi Masochist Animation
5704|1|x-jat|You Bishoujo Miruku-chan
10102|2|x-jat|Youi Don!
1248|1|x-jat|Youjuu Kyoushitsu
1162|1|x-jat|Youjuu Kyoushitsu Gaiden
1130|1|x-jat|Youjuu Sensen Adventure Kid
1040|1|x-jat|Youjuu Toshi
1130|4|fr|Youjyusense - L`aventure du sexe
4710|1|x-jat|Youkaiden Nekome Kozou
1447|1|x-jat|Youkai Ningen Bem
4334|1|x-jat|Youkai Ningen Bem (2006)
9930|1|x-jat|Youkai Watch
2111|2|x-jat|Youka no Ken
7271|1|x-jat|Youkoso Lodoss Tou e!
8988|1|x-jat|Youkoso Uchuujin
2111|1|x-jat|Youkou no Ken
347|1|x-jat|Youma
347|4|de|Youma - Curse of the Undead
8478|4|en|Young Alive!: iPS Cells for a New Future
8478|1|x-jat|Young Alive! iPS Saibou ga Hiraku Mirai
8478|4|ja|Young Alive! ~iPS細胞がひらく未来~
8257|2|en|Young Animator Training Project 2010 1
8256|2|en|Young Animator Training Project 2010 2
8255|2|en|Young Animator Training Project 2010 3
8143|2|en|Young Animator Training Project 2010 4
8467|2|en|Young Animator Training Project 2011 1
8468|2|en|Young Animator Training Project 2011 2
8465|2|en|Young Animator Training Project 2011 3
8466|2|en|Young Animator Training Project 2011 4
1749|2|en|Younger Sister Juice
8402|2|en|Younger Sister Paradise!
4841|2|en|Young GTO
2206|2|en|Young Jack and the Witch
1585|2|en|Young Kindaichi`s Casebook
1240|4|en|Young Kindaichi`s Casebook (1997)
2126|2|en|Young Kindaichi`s Casebook: Deep Blue Massacre
4214|2|en|Young Monk
1881|2|en|Young Ninja Fujimaru of the Wind
1909|2|en|Young Tokugawa Ieyasu
5155|4|en|Your Choice!
7275|2|en|You`re Being Summoned, Azazel-san.
8288|2|en|You`re Being Summoned, Azazel-san. (2011)
1731|2|en|You`re My Treasure
2690|4|en|You`re Under Arrest!
438|4|en|You`re Under Arrest! (1996)
675|2|en|You`re Under Arrest 2nd Season
675|2|en|You`re Under Arrest! 2nd Season
675|4|en|You`re Under Arrest: Fast & Furious
5234|2|en|You`re Under Arrest Full Throttle
5234|4|en|You`re Under Arrest: Full Throttle
5234|2|en|You`re Under Arrest! Full Throttle
993|2|fr|You`re Under Arrest - Le film
931|4|en|You`re Under Arrest! Mini Specials
536|4|ja|YOU`RE UNDER ARREST NO MERCY!!
536|1|x-jat|You`re Under Arrest: No Mercy!!
536|2|en|You`re Under Arrest! No Mercy!!
675|2|en|You`re Under Arrest: Season 2
675|2|en|You`re Under Arrest! Second Season
536|2|x-jat|You`re Under Arrest: Taiho Shichau zo
993|4|en|You`re Under Arrest The Motion Picture
993|4|it|You`re Under Arrest - The Movie
993|4|fr|You`re Under Arrest - The Movie
993|2|en|You`re Under Arrest! The Movie
931|2|en|You`re Under Arrest! TV Special
536|2|ja|YOU`RE UNDER ARREST ～逮捕しちゃうぞ～
3628|1|x-jat|Yousei Dick
5479|1|x-jat|Yousei Florence
151|1|x-jat|Yousei Hime Ren
2402|1|x-jat|Youseiki Suikoden: Masei Kourin
5162|1|x-jat|Yousei Ou
4204|1|x-jat|Youshou
4610|2|x-jat|You Shoumei Bijutsukan: Line
10188|1|x-zht|Youtai Nuhai Zai Shanghai
4114|1|x-jat|Youyou no Neko Tsumami
9591|1|x-jat|Yowamushi Pedal
9790|1|x-jat|Yowamushi Pedal: Special Ride
4114|2|x-jat|Yo Yo Neko no Tsumami
4114|2|x-jat|Yo Yo no Neko Matsumi
4114|2|x-jat|Yoyo no Neko Tsumami
5976|1|x-jat|Yozakura Quartet
5976|4|en|Yozakura Quartet
5976|4|cs|Yozakura Quartet
9816|1|x-jat|Yozakura Quartet: Hana no Uta
7460|1|x-jat|Yozakura Quartet: Hoshi no Umi
9817|1|x-jat|Yozakura Quartet: Tsuki ni Naku
4901|3|x-jat|YPC5
5976|3|x-jat|yq
7460|3|en|yqhnu
470|1|x-jat|Ys
470|4|ja|Ys イース
470|2|x-jat|Ys I
471|3|x-jat|Ys II
471|4|en|Ys II: Castle in the Heavens
1749|3|en|YSJ
471|1|x-jat|Ys - Tenkuu no Shinden: Adol Christin no Bouken
471|4|ja|Ys (イース) 天空の神殿 アドル=クリスティンの冒険
4185|3|x-jat|yt
1093|3|x-jat|YtBtHnT
1429|3|en|YTN
438|3|en|YUA
438|3|en|yua1
675|3|en|yua2
5234|3|en|YUA3
5234|3|en|YUA 3
5234|3|en|YUA! 3
5234|3|en|YUA FT
5234|3|en|YUA: FT
5234|3|en|YUA! FT
993|3|en|YUA Movie
536|2|x-jat|yua no mercy
2690|3|x-jat|yuaova
2690|3|x-jat|yua ova
931|3|en|YUA Special
931|3|en|YUA! Special
438|3|x-jat|yua tv1
438|3|en|YUA TV1
675|3|en|YUA TV2
5234|3|en|YUA TV3
7677|1|x-jat|Yubisaki Annainin Shirudaku Settai Okawari Sanbai-me
2061|3|x-jat|yugioh
2061|4|el|Yu-Gi-Oh
2061|4|hr|Yu-Gi-Oh
2061|4|fr|Yu-Gi-Oh !
2061|4|pt|Yu-Gi-Oh!
2061|4|lt|Yu-Gi-Oh!
2061|4|en|Yu-Gi-Oh!
2061|4|nl|Yu-Gi-Oh!
2061|4|sv|Yu-Gi-Oh!
593|2|pt-BR|Yu-Gi-Oh!
2061|4|ro|Yu-Gi-Oh!
2061|4|hu|Yu-Gi-Oh!
2061|4|da|Yu-Gi-Oh!
2061|4|de|Yu-Gi-Oh!
593|4|et|Yu-Gi-Oh!
7036|4|en|Yu-Gi-Oh! 3D: Bonds Beyond Time
5739|2|x-jat|yugioh5d
5739|4|pt|Yu-Gi-Oh! 5D
5739|2|en|Yu-Gi-Oh! 5 Dragons
5739|4|en|Yu-Gi-Oh! 5D`s
5739|4|de|Yu-Gi-Oh! 5D‘s
5739|2|x-jat|Yugioh 5D`s
5739|2|en|Yu-Gi-Oh! 5 Duel Scoop
2761|4|hu|Yu-Gi-Oh! A Mozifilm
2061|2|fr|Yu-Gi-Oh ! À toi de jouer !
2761|4|de|Yu-Gi-Oh! - Der Film
2061|2|en|Yu-Gi-Oh: Duel Monsters
2061|2|en|Yu-Gi-Oh! Duel Monsters
2061|4|pt-BR|Yu-Gi-Oh! Duel Monsters
2761|4|cs|Yu-Gi-Oh! Film: Pyramida světla
593|2|en|Yu-Gi-Oh! First TV Series
2766|4|cs|Yu-gi-oh GX
2766|4|hu|Yu-Gi-Oh GX
2766|4|pt|Yu-Gi-Oh! GX
2766|4|fr|Yu-Gi-Oh! GX
2766|4|et|Yu-Gi-Oh! GX
2766|4|ro|Yu-Gi-Oh! GX
2766|4|de|Yu-Gi-Oh! GX
2766|4|lt|Yu-Gi-Oh! GX
2766|4|en|Yu-Gi-Oh! GX
2766|4|nl|Yu-Gi-Oh! GX
2761|4|fr|Yu-Gi-Oh ! - Le film
2761|4|pt|Yu-Gi-Oh! - O Filme
2761|4|pl|Yu-Gi-Oh! Ostateczne Starcie
2761|2|en|Yu-Gi-Oh!: Pyramid of Light
593|2|en|Yu-Gi-Oh! Season 0
593|2|en|Yu-Gi-Oh! Season Zero
1608|2|en|Yu-Gi-Oh! The Movie
2761|4|en|Yu-Gi-Oh!: The Movie
7036|2|en|Yu-Gi-Oh! The Movie - Fusion Ultra! Bond over time and space
593|2|en|Yu-Gi-Oh! Toei
593|2|en|Yu-Gi-Oh! (Toei)
593|2|en|Yu-Gi-Oh! Zero
8140|2|en|Yu-Gi-Oh! Zexal
2761|4|el|Yu-Gi-Oh, Η Ταινία
2061|3|x-jat|yugiou
1429|2|en|Yugo Negotiator
1429|4|en|Yugo The Negotiator
2766|3|x-jat|yugx
3529|4|it|Yui ragazza virtuale
4726|1|x-jat|Yuki
6918|1|x-jat|Yukidaruma
9063|1|x-jat|Yukiguni no Oujisama
111|4|fr|Yukikaze
111|4|en|Yukikaze
111|4|de|Yukikaze
111|2|en|Yukikaze Operation
4726|4|fr|Yuki - Le combat des Shoguns
2828|1|x-jat|Yuki no Joou
6891|1|x-jat|Yuki no Yoru no Yume
4726|4|pl|Yuki - śniegowa wróżka
4629|1|x-jat|Yuki Terai
4629|2|en|Yuki Terai: Secret Films
4629|2|en|Yuki Terai: Secret Live
4629|2|en|Yuki Terai - Secrets
4629|4|de|Yuki Terai: Secrets
4629|4|sv|Yuki Terai: Secrets
6604|1|x-jat|Yukiwatari
2174|1|x-jat|Yukiyo Ichiya Monogatari
4838|1|x-jat|Yumedamaya Kidan
142|1|x-jat|Yume de Aetara
1064|1|x-jat|Yume de Aetara (1999)
1064|2|x-jat|Yume de Aetara OAV
142|2|x-jat|Yume de Aetara TV
6966|1|x-jat|Yume-iro Patissiere
6966|2|x-jat|Yumeiro Patissiere
6966|2|ja|Yumeiro Pâtissière
8165|2|en|Yumeiro Patissiere: Heart-Racing Tropical Island!
8165|1|x-jat|Yume-iro Patissiere: Mune Kyun Tropical Island!
8165|2|x-jat|Yumeiro Patissiere: Mune Kyun Tropical Island!
6966|2|en|Yumeiro Patissiere Professional
7922|1|x-jat|Yume-iro Patissiere SP Professional
5010|1|x-jat|Yume kara Samenai
7725|1|x-jat|Yumekui Merry
8413|1|x-jat|Yume Kui: Tsurumiku Shiki Game Seisaku
9392|1|x-jat|Yumekuri
458|3|x-jat|Yume Mahou
2903|1|x-jat|Yumemakura Baku Twilight Gekijou
8077|1|x-jat|Yume Miru, Anime: On-chan
8077|2|x-jat|Yume-miru Anime On-chan
8078|1|x-jat|Yume Miru, Anime: On-chan Season 2
8078|2|x-jat|Yume-miru Anime On-chan Season 2
7209|1|x-jat|Yume Miru Kikai
5055|1|x-jat|Yumemiru Topo Gigio
2104|4|es|Yume no Crayon Oukoku
2104|1|x-jat|Yume no Crayon Oukoku
2329|1|x-jat|Yume no Hoshi no Button Nose
4390|1|x-jat|Yume no Kakera
6911|1|x-jat|Yume no Majutsushi
10103|1|x-jat|Yume no Tsuzuki
6543|1|x-jat|Yume o Kanaeru Zou
6966|3|x-jat|Yumepati
1268|1|x-jat|Yumeria
1268|4|fr|Yumeria
1268|4|en|Yumeria
1578|1|x-jat|Yume Senshi Wingman
10125|1|x-jat|Yume, Soratakaku
4185|1|x-jat|Yume Tsukai
1268|3|x-jat|yumi
4830|1|x-jat|Yumiko Kirita in Venus
4830|4|ja|YUMIKO KIRITA in Venus
1047|2|x-jat|yuno
1047|1|x-jat|Yu-No
1047|4|ja|YU-NO
3534|1|x-jat|Yunyun Paradise
336|4|tr|Yüreğinin Sesi
7985|1|x-jat|Yuri Seijin Naoko-san
8602|1|x-jat|Yuri Seijin Naoko-san (2012)
8327|2|x-jat|YuruAni? Hato no Oyomesan
8245|2|x-jat|YuruAni? Honto ni Atta! Reibai-sensei
8328|2|x-jat|YuruAni? Puu-Neko
8326|2|x-jat|YuruAni? Rinshi!! Ekoda-chan
8325|2|x-jat|YuruAni? Shuukan Shimakou
6355|1|x-jat|Yurumates
9144|1|x-jat|Yurumates (2012)
8992|1|x-jat|Yurumates 3D
8992|4|en|Yurumates3Dei
